"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00000426","04","02","02","1","2","2","1","2","1","2","01","1","2","1","27",720
"00000427","03","01","02","1","2","1","1","1","1","1","","1","1","3","03",275
"00000428","04","02","02","1","1","1","1","1","1","1","","1","1","1","24",1877
"00000429","05","03","02","1","2","1","1","1","1","1","","1","1","1","20",1746
"00000430","03","01","02","2","","","","","","","","","","","30",1583
"00000431","03","02","01","2","","","","","","","","","","","24",538
"00000432","05","02","03","1","1","1","1","1","1","1","","1","1","1","24",835
"00000433","05","03","02","1","2","2","1","1","1","1","","1","1","1","09",2432
"00000434","05","03","02","1","1","1","1","2","1","1","","2","2","2","18",163
"00000435","03","02","01","2","","","","","","","","","","","12",488
"00000436","04","03","01","1","2","1","1","1","1","1","","1","2","3","06",312
"00000437","04","03","01","1","2","1","1","2","1","1","","1","1","1","16",928
"00000438","01","01","00","1","2","1","1","2","1","1","","3","1","1","27",1383
"00000439","01","00","01","2","","","","","","","","","","","10",1284
"00000440","01","00","01","2","","","","","","","","","","","20",1766
"00000441","05","01","04","1","2","2","2","2","1","2","01","2","2","3","08",973
"00000442","04","02","02","1","2","2","1","1","1","1","","1","1","2","30",4371
"00000443","01","01","00","1","2","1","1","2","1","1","","1","2","3","04",1009
"00000444","02","00","02","2","","","","","","","","","","","13",1011
"00000445","02","01","01","1","2","1","2","2","1","1","","1","1","3","06",421
"00000446","05","01","04","1","2","1","1","2","1","1","","1","1","2","18",289
"00000447","04","03","01","1","2","2","1","2","1","2","01","3","3","2","09",8481
"00000448","04","03","01","1","2","2","2","2","1","2","01","1","1","1","29",202
"00000449","02","00","02","1","2","2","1","2","1","2","01","1","2","2","18",485
"00000450","04","01","03","1","2","1","1","1","1","1","","1","2","1","16",1046
"00000451","06","03","03","2","","","","","","","","","","","20",125
"00000452","04","02","02","1","2","1","1","2","1","1","","1","1","1","27",450
"00000453","01","01","00","2","","","","","","","","","","","04",638
"00000454","03","01","02","1","2","1","1","2","1","1","","2","2","2","16",1224
"00000455","05","02","03","1","2","1","1","2","1","1","","3","2","1","05",1833
"00000456","06","03","03","1","2","2","1","1","1","1","","1","1","1","27",249
"00000457","03","02","01","2","","","","","","","","","","","10",386
"00000458","03","01","02","2","","","","","","","","","","","04",183
"00000459","03","02","01","1","2","1","1","2","1","1","","1","1","2","09",3659
"00000460","05","02","03","1","1","1","1","1","1","1","","1","1","1","30",5661
"00000461","04","02","02","1","1","1","1","1","2","1","","1","1","3","32",527
"00000462","04","03","01","1","2","1","1","2","1","1","","2","1","1","06",205
"00000463","05","03","02","1","2","1","1","2","1","1","","2","1","2","20",1688
"00000464","05","03","02","1","2","1","1","2","1","1","","1","1","1","15",7284
"00000465","02","01","01","2","","","","","","","","","","","15",4670
"00000466","04","02","02","2","","","","","","","","","","","32",167
"00000467","03","02","01","2","","","","","","","","","","","04",165
"00000468","02","01","01","2","","","","","","","","","","","17",527
"00000469","04","00","04","1","1","1","1","1","1","1","","1","1","1","20",641
"00000470","04","02","02","1","2","2","1","2","1","2","01","1","2","2","32",417
"00000471","03","02","01","1","2","1","1","2","1","1","","1","1","3","29",392
"00000472","09","02","07","1","2","2","2","2","2","2","01","1","1","1","12",1663
"00000473","01","00","01","2","","","","","","","","","","","16",2252
"00000474","02","01","01","2","","","","","","","","","","","22",798
"00000475","05","01","04","1","1","1","1","2","1","1","","1","1","1","05",1405
"00000476","05","03","02","1","1","1","1","2","1","1","","1","1","2","29",297
"00000477","05","02","03","1","2","2","1","2","2","1","","1","1","1","02",2012
"00000478","01","01","00","2","","","","","","","","","","","12",2010
"00000479","04","03","01","1","1","2","1","2","1","1","","1","1","3","31",533
"00000480","04","01","03","2","","","","","","","","","","","14",1885
"00000481","03","02","01","1","2","2","1","2","1","2","01","2","2","2","14",2735
"00000482","01","01","00","2","","","","","","","","","","","07",2631
"00000483","07","04","03","1","1","2","1","2","1","1","","2","3","2","26",1499
"00000484","02","00","02","2","","","","","","","","","","","21",1568
"00000485","04","02","02","1","2","1","1","2","1","1","","1","1","2","21",1155
"00000486","03","01","02","1","2","1","1","2","1","1","","1","2","3","23",920
"00000487","03","01","02","1","2","1","1","1","1","1","","1","1","1","16",2507
"00000488","02","02","00","1","2","1","1","1","1","1","","1","1","2","06",317
"00000489","01","01","00","2","","","","","","","","","","","26",1686
"00000490","03","01","02","2","","","","","","","","","","","16",838
"00000491","02","01","01","1","2","1","1","2","1","1","","1","2","1","11",2456
"00000492","06","04","02","2","","","","","","","","","","","09",1632
"00000493","04","03","01","1","1","1","1","2","1","1","","2","3","2","26",740
"00000494","03","00","03","1","2","2","1","2","1","2","01","2","2","2","08",1432
"00000495","02","01","01","2","","","","","","","","","","","32",324
"00000496","04","02","02","1","2","2","1","2","1","1","","2","3","1","26",765
"00000497","05","02","03","1","1","1","1","2","1","1","","2","1","2","30",4635
"00000498","05","03","02","1","1","1","1","1","1","1","","2","1","1","11",2617
"00000499","02","01","01","2","","","","","","","","","","","20",738
"00000500","05","02","03","1","2","1","1","1","1","1","","2","2","1","21",1495
"00000501","04","02","02","1","1","1","1","1","1","1","","1","1","2","17",527
"00000502","05","03","02","1","2","2","1","1","1","1","","1","1","2","31",889
"00000503","01","01","00","2","","","","","","","","","","","16",1938
"00000504","03","02","01","1","2","1","2","1","1","1","","2","1","3","12",1160
"00000505","04","00","04","2","","","","","","","","","","","14",1943
"00000506","03","02","01","1","2","2","1","2","1","2","01","1","2","2","15",12015
"00000507","02","01","01","2","","","","","","","","","","","24",800
"00000508","04","03","01","2","","","","","","","","","","","28",739
"00000509","04","02","02","1","1","1","2","2","1","1","","1","1","1","18",356
"00000510","03","02","01","2","","","","","","","","","","","32",239
"00000511","03","01","02","1","2","1","1","2","1","1","","1","1","1","26",1439
"00000512","01","01","00","2","","","","","","","","","","","22",1467
"00000513","06","02","04","1","1","1","1","1","1","1","","1","1","1","08",1092
"00000514","06","02","04","1","2","1","1","2","1","1","","2","2","3","04",104
"00000515","05","03","02","1","2","2","2","2","2","2","06","2","1","2","18",575
"00000516","04","03","01","1","2","2","2","2","1","2","06","1","1","1","18",373
"00000517","02","01","01","2","","","","","","","","","","","24",800
"00000518","04","02","02","1","1","1","1","2","1","1","","1","1","1","17",1492
"00000519","05","04","01","1","2","2","1","2","1","1","","1","1","1","32",396
"00000520","05","03","02","1","2","2","1","2","1","1","","1","1","1","26",1514
"00000521","03","02","01","2","","","","","","","","","","","27",348
"00000522","02","01","01","2","","","","","","","","","","","15",4670
"00000523","05","02","03","1","1","1","1","2","1","1","","2","2","3","21",853
"00000524","01","00","01","1","2","2","1","2","1","1","","1","1","1","12",4862
"00000525","03","01","02","1","2","1","2","2","1","1","","2","2","2","26",721
"00000526","02","02","00","2","","","","","","","","","","","06",253
"00000527","05","01","04","1","2","2","2","2","1","2","06","2","1","1","16",1718
"00000528","01","00","01","2","","","","","","","","","","","22",1656
"00000529","03","01","02","1","2","2","1","2","1","2","06","1","1","2","29",320
"00000530","03","02","01","1","2","2","1","1","1","1","","3","3","3","29",444
"00000531","03","02","01","1","2","1","1","1","1","1","","1","2","2","01",601
"00000532","01","00","01","2","","","","","","","","","","","11",3641
"00000533","02","01","01","2","","","","","","","","","","","01",441
"00000534","04","02","02","1","1","1","1","2","1","1","","1","1","1","24",687
"00000535","04","02","02","1","2","2","1","2","1","1","","1","1","3","10",709
"00000536","03","01","02","2","","","","","","","","","","","11",1101
"00000537","01","01","00","2","","","","","","","","","","","18",754
"00000538","02","01","01","2","","","","","","","","","","","08",1261
"00000539","05","02","03","1","2","2","1","2","1","2","01","1","1","1","12",372
"00000540","03","02","01","2","","","","","","","","","","","14",2202
"00000541","04","02","02","1","2","2","1","2","1","1","","1","1","3","13",1163
"00000542","07","05","02","1","2","2","1","1","1","1","","1","1","1","28",2522
"00000543","02","01","01","2","","","","","","","","","","","03",253
"00000544","03","01","02","1","1","2","1","2","1","1","","2","2","2","18",236
"00000545","04","02","02","1","2","2","2","2","2","2","01","2","2","2","11",2629
"00000546","03","02","01","2","","","","","","","","","","","32",239
"00000547","04","02","02","2","","","","","","","","","","","24",413
"00000548","02","01","01","1","2","2","1","1","1","2","01","3","1","1","04",468
"00000549","06","04","02","1","2","1","1","2","1","1","","1","1","1","29",413
"00000550","06","03","03","1","2","1","2","2","1","1","","1","1","3","05",512
"00000551","01","00","01","2","","","","","","","","","","","17",1248
"00000552","06","03","03","1","2","1","1","2","1","1","","2","1","2","29",206
"00000553","08","05","03","1","2","2","1","2","1","2","01","2","2","3","11",7789
"00000554","05","02","03","1","2","2","1","1","1","2","01","1","2","2","16",1720
"00000555","03","01","02","1","1","1","1","1","1","1","","1","1","1","20",1903
"00000556","04","03","01","2","","","","","","","","","","","23",470
"00000557","02","01","01","1","1","2","1","2","1","1","","1","1","1","29",420
"00000558","04","02","02","1","2","2","1","2","1","1","","2","1","1","18",275
"00000559","02","01","01","2","","","","","","","","","","","14",3074
"00000560","01","00","01","2","","","","","","","","","","","07",2512
"00000561","07","02","05","1","2","2","2","2","1","1","","1","2","2","21",3295
"00000562","11","05","06","1","2","2","2","2","1","2","01","1","1","1","29",125
"00000563","02","01","01","2","","","","","","","","","","","04",296
"00000564","05","01","04","1","2","2","2","2","1","2","01","1","1","1","29",321
"00000565","01","00","01","2","","","","","","","","","","","20",1766
"00000566","01","00","01","2","","","","","","","","","","","13",1938
"00000567","05","03","02","1","2","2","2","2","1","1","","1","1","2","04",228
"00000568","02","01","01","1","2","2","1","2","1","2","01","2","2","4","13",1486
"00000569","02","00","02","2","","","","","","","","","","","11",1679
"00000570","03","00","03","1","2","1","1","2","1","1","","3","3","1","24",760
"00000571","05","02","03","1","2","2","1","2","1","1","","2","1","2","27",978
"00000572","04","02","02","1","2","2","2","2","1","1","","2","2","2","20",1058
"00000573","04","02","02","1","2","1","1","2","1","1","","1","1","1","27",472
"00000574","02","01","01","2","","","","","","","","","","","15",4670
"00000575","01","01","00","2","","","","","","","","","","","15",9827
"00000576","01","00","01","2","","","","","","","","","","","23",2007
"00000577","03","02","01","1","2","2","1","2","1","2","04","1","1","1","32",315
"00000578","03","00","03","2","","","","","","","","","","","10",286
"00000579","05","02","03","1","1","1","1","2","1","1","","2","2","3","01",219
"00000580","02","01","01","2","","","","","","","","","","","20",738
"00000581","03","01","02","1","2","1","1","2","1","1","","4","4","4","18",259
"00000582","03","02","01","1","2","2","2","2","2","1","","2","2","2","21",1871
"00000583","04","02","02","1","2","1","1","2","1","1","","1","1","1","18",356
"00000584","04","03","01","2","","","","","","","","","","","16",531
"00000585","02","02","00","1","1","1","1","2","1","1","","1","1","1","08",1608
"00000586","02","01","01","2","","","","","","","","","","","24",800
"00000587","03","01","02","1","2","1","2","2","1","1","","1","1","1","32",328
"00000588","04","03","01","1","2","1","1","2","1","1","","1","1","1","24",1063
"00000589","03","01","02","1","2","2","2","2","1","2","06","1","1","1","21",1826
"00000590","04","03","01","1","2","2","2","2","1","1","","2","2","2","27",381
"00000591","05","03","02","1","1","2","2","1","1","1","","2","2","2","07",670
"00000592","02","01","01","1","2","2","2","2","1","1","","2","3","3","19",4184
"00000593","02","01","01","2","","","","","","","","","","","13",957
"00000594","02","01","01","2","","","","","","","","","","","05",1292
"00000595","04","02","02","1","1","1","1","2","1","1","","1","1","2","31",751
"00000596","01","00","01","2","","","","","","","","","","","23",2007
"00000597","02","01","01","2","","","","","","","","","","","23",982
"00000598","02","01","01","2","","","","","","","","","","","05",1292
"00000599","01","00","01","2","","","","","","","","","","","06",416
